"item.daAwardNoticeId","item.noticeNo","item.publicationDate","details.finalizationDate","details.sysNoticeState.text","details.sysAcquisitionContractType.text","details.sysEuropeanFund.text","item.awardedValue","item.contractObject","item.cpvCategory","item.cpvCode","authority.entityId","authority.fiscalNumber","authority.entityName","authority.city","authority.county","details.noticeEntityAddress.noticeEntityAddressID","details.noticeEntityAddress.fiscalNumber","details.noticeEntityAddress.organization","details.noticeEntityAddress.city"
100936744,DAN1882698,"2023-03-21","2023-03-21",Publicat,Servicii,"-",300,"Servicii publicitare ( comunicat de presa ""Reabilitarea energetică a Şcolii Gimnaziale Nicolae Bălcescu, comuna Nicolae Bălcescu, judeţul Bacău"" finantat prin PNRR","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",10702,4353234,"COMUNA NICOLAE BALCESCU JUD. BACAU","Nicolae Balcescu",Bacau,106708589,944300,"S.C. DESTEPTAREA S.R.L.",Bacau
100936265,DAN1882251,"2023-03-21","2023-03-16",Publicat,Servicii,"Alte programe/proiecte",40000,"DOCUMENTATIE TEHNICA FAZA PT  ""REABILITARE MODERATA CAMIN CULTURAL PRIBOIU ""- PNRR",CONSTRUCTII,"71221000-3 - Servicii de arhitectura pentru constructii (Rev.2)",10236,4344430,"Comuna Tatarani (Primaria Tatarani)",Tatarani,Dambovita,106702960,17743840,"S.C. ATELIER 22 S.R.L. S.R.L.",Targoviste
100935951,DAN1881951,"2023-03-20","2023-02-06",Publicat,Lucrari,"Alte programe/proiecte",440000,"Reabilitare termică Grădiniță în Loc. Rontau, Com Sânmartin, Jud. Bihor, finantat prin PNRR - C10-I3-701",CONSTRUCTII,"45453000-7 - Lucrari de reparatii generale si de renovare (Rev.2)",5614,4641296,"Comuna Sinmartin",Sanmartin,Bihor,106699512,40053624,"S.C. HOME MOB WEST S.R.L.",Chiribis
100935935,DAN1881936,"2023-03-20","2023-03-20",Publicat,Servicii,"-",450,"PUBLICARE ANUNȚ  PRIVIND PROIECT FINANȚAT PRIN PNRR ÎN ZIAR LOCAL","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",26405,5172600,"COMUNA BRADU",Bradu,Arges,106699182,23266037,"BRIO CLASS SRL",Pitesti
100933993,DAN1880051,"2023-03-16","2023-03-02",Publicat,Servicii,"-","756.3","Anunturi publicitate COMUNICATE DE PRESA PNRR","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",13953,3627897,"COMUNA CERNESTI",Cernesti,Maramures,106678458,2197627,"S.C. GRAIUL MARAMURESULUI S.R.L.","Baia Mare"
100931805,DAN1877929,"2023-03-14","2023-03-10",Publicat,Servicii,"-",300,"Avize APM Reabilitarea termoenergetica a scolilor prin PNRR -C10",CONSTRUCTII,"71410000-5 - Servicii de urbanism (Rev.2)",9413,5003580,"COMUNA CARPINET (PRIMARIA)",Carpinet,Bihor,106661520,4208471,"Agentia pentru protectia mediului Bihor",Oradea
100931556,DAN1877692,"2023-03-13","2022-05-04",Publicat,Servicii,"Alte programe/proiecte",25700,"Servicii de proiectare faza DALI pentru PNRR componenta nr.10 la cladiri in zonele rurale Documentatia cuprinde: -DALI -Expertiza tehnica -Studiu geotehnic-Auditor energetic -Documentatie obtinere avize conform certificat de urbanism, pentru obiectivul de investitii ”Reabilitarea moderată a clădirii primăriei din comuna Lazuri de Beiuș, județul Bihor”",CONSTRUCTII,"71322100-2 - Servicii de estimare pentru lucrari publice (Rev.2)",25022,5431721,"COMUNA LAZURI DE BEIUS","Lazuri de Beius",Bihor,106658015,36355896,"S.C. S.C. EXDEPRO S.R.L. S.R.L.",Sarbesti
100931385,DAN1877487,"2023-03-13","2023-02-16",Publicat,Servicii,"Alte programe/proiecte",187000,"Servicii de proiectare  (  SF , studii teren , studiu privind posibilitatea montarii/utilizarii unor sisteme alternative de producere a energiei in vederea cresterii performantei pentru constructiile noi , documentații tehnice in vederea obtinerii avizelor si acordurilor  , DTAC, PT + DE, asistenta tehnica din partea proiectantului pe perioada de executie a lucrarilor si in faze determinante de executie ) in cadrul proiectului „Construire a 5 ansambluri de locuințe nZEB plus pentru tineri în Municipiul Fetești”,  derulat prin PNRR /2022/C10/I2, Runda 1, proiect C10-I2-197",CONSTRUCTII,"71241000-9 - Studii de fezabilitate, servicii de consultanta, analize (Rev.2)",6861,4365077,"MUNICIPIUL FETESTI",Fetesti,Ialomita,106656358,36536647,"S.C. ESSOR INNOVATION S.R.L.",Bucuresti
100931103,DAN1877230,"2023-03-13","2023-03-03",Publicat,Servicii,"-",954,"„Servicii de transport aerian pe ruta Timișoara-București și retur în vederea semnării a două contracte de finanțare-PNRR la Ministerul Dezvoltării, Lucrărilor Publice și Administrației (M.D.L.P.A.)”-","TRANSPORT, DEPOZITARE SI COMUNICATII","60400000-2 - Servicii de transport aerian (Rev.2)",17442,4483889,"Primaria Oras Ciacova",Ciacova,Timis,106652706,37369261,"S.C. FLY WEST TOUR & MORE SRL S.R.L.",Timisoara
100930469,DAN1876618,"2023-03-10","2023-03-07",Publicat,Servicii,"Alte programe/proiecte",51200,"Servicii de proiectare pentru investitia ""Realizarea pistelor pentru biciclisti comuna Siculeni"" faza SF - PNRR","SERVICII ","79314000-8 - Studiu de fezabilitate (Rev.2)",17510,4246270,"COMUNA SICULENI JUD. HARGHITA",Siculeni,Harghita,106648499,43482370,"ROAD PLANNING S.R.L.",Lueta
100929279,DAN1875390,"2023-03-08","2023-02-28",Publicat,Servicii,"Alte programe/proiecte",30000,"servicii de consultanță în vederea accerării de fonduri nerambursabile prin PNRR C15 - EDUCAȚIE ”Dezvoltarea serviciilor de educație timpurie complementare”","SERVICII ","79400000-8 - Consultanta in afaceri si in management si servicii conexe (Rev.2)",13297,4548570,"COMUNA MOSNITA NOUA","Mosnita Noua",Timis,106635012,38574981,"S.C. TNA ELITE CONSULT S.R.L.",Timisoara
100929081,DAN1875202,"2023-03-08","2023-02-16",Publicat,Servicii,"Alte programe/proiecte",198000,"Servicii de proiectare (elaborare documentatii necesare pentru obtinere, avize /acorduri solicitate prin Certificatul de urbanism, elaborare DALI, elaborare DTAC+DTOE, elaborare PT+DDE) si asistenta tehnica partea proiectantului,  in cadrul proiectului „RENOVARE ENERGETICĂ MODERATĂ A CLĂDIRII REZIDENȚIALE MULTIFAMILIALE BLOC TRONSON A1/A2/A3  DIN MUNICIPIUL FETEȘTI, STR. SIRETULUI”, finantat prin PNRR, in cadrul apelului de proiecte PNRR/2022/C5/1/A3.1/1",CONSTRUCTII,"71322000-1 - Servicii de proiectare tehnica pentru constructia de lucrari publice (Rev.2)",6861,4365077,"MUNICIPIUL FETESTI",Fetesti,Ialomita,106633584,47222038,"S.C. ELYSION S.R.L.",Bucuresti
100929072,DAN1875187,"2023-03-08","2023-02-16",Publicat,Servicii,"Alte programe/proiecte",110000,"Servicii  de proiectare (elaborare documentatii necesare pentru obtinere, avize /acorduri solicitate prin Certificatul de urbanism, elaborare DALI, elaborare DTAC+DTOE, elaborare PT+DDE) si asistenta tehnica partea proiectantului,  in cadrul proiectului „RENOVARE ENERGETICĂ MODERATĂ A CLĂDIRII REZIDENȚIALE MULTIFAMILIALE BLOC Nr.10  DIN MUNICIPIUL FETEȘTI, STR.CALARASI ”, finantat prin PNRR, in cadrul apelului de proiecte PNRR/2022/C5/1/A3.1/1",CONSTRUCTII,"71322000-1 - Servicii de proiectare tehnica pentru constructia de lucrari publice (Rev.2)",6861,4365077,"MUNICIPIUL FETESTI",Fetesti,Ialomita,106633542,26708893,"S.C. ENTRUST SOLUTIONS S.R.L. S.R.L.",Bucuresti
100929019,DAN1875132,"2023-03-08","2023-02-14",Publicat,Servicii,"Alte programe/proiecte",185000,"Servicii de proiectare (elaborare documentatii necesare pentru obtinere, avize /acorduri solicitate prin Certificatul de urbanism, elaborare DALI, elaborare DTAC+DTOE, elaborare PT+DDE) si asistenta tehnica partea proiectantului,  in cadrul proiectului „RENOVARE ENERGETICĂ MODERATĂ A CLĂDIRII REZIDENȚIALE MULTIFAMILIALE BLOC ANSAMBLUL 56  DIN MUNICIPIUL FETEȘTI, STR. ARDEALULUI”, finantat prin PNRR, Componenta 5 – Valul Renovarii",CONSTRUCTII,"71322000-1 - Servicii de proiectare tehnica pentru constructia de lucrari publice (Rev.2)",6861,4365077,"MUNICIPIUL FETESTI",Fetesti,Ialomita,106633310,47222038,"S.C. ELYSION S.R.L.",Bucuresti
100929009,DAN1875124,"2023-03-08","2023-02-09",Publicat,Servicii,"Alte programe/proiecte",106000,"Servicii de proiectare (elaborare documentatii necesare pentru obtinere, avize /acorduri solicitate prin Certificatul de urbanism, elaborare DALI, elaborare DTAC+DTOE, elaborare PT+DDE) si asistenta tehnica partea proiectantului,  in cadrul proiectului „RENOVARE ENERGETICĂ MODERATĂ A CLĂDIRII REZIDENȚIALE MULTIFAMILIALE BLOC Nr.U1  DIN MUNICIPIUL FETEȘTI, STR.CALARASI”, finantat prin PNRR, in cadrul apelului de proiecte PNRR/2022/C5/1/A3.1/1",CONSTRUCTII,"71322000-1 - Servicii de proiectare tehnica pentru constructia de lucrari publice (Rev.2)",6861,4365077,"MUNICIPIUL FETESTI",Fetesti,Ialomita,106633273,26708893,"S.C. ENTRUST SOLUTIONS S.R.L. S.R.L.",Bucuresti
100928710,DAN1874831,"2023-03-07","2023-02-16",Publicat,Furnizare,"Alte programe/proiecte",138214,"Achiziție soluție de tip Robotic Process Automation pentru Direcția Generală Implementare PNRR și Instrumente Financiare din cadrul Ministerului Investițiilor și Proiectelor Europene","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","48000000-8 - Pachete software si sisteme informatice (Rev.2)",100001567,38918422,"Ministerul Fondurilor Europene",Bucuresti,Bucuresti,106630340,1801821,"S.C. ETA2U S.R.L.",Timisoara
100927406,DAN1873558,"2023-03-06","2023-01-26",Publicat,Servicii,"Alte programe/proiecte",300,"Achizitionare servicii publicare anunt PNRR C5 CENTRU CIRESOAIA .","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",8967,4278442,"ORASUL SLANIC MOLDOVA","Slanic-Moldova",Bacau,106620120,944300,"S.C. DESTEPTAREA S.R.L.",Bacau
100927118,DAN1873281,"2023-03-06","2023-02-09",Publicat,Servicii,"-",40000,"Intocmirea documentatiei necesare pentru accesarea unei finantari nerambursabile, scrierea proiectului, in conformitate cu prevederile PNRR- Pilonul VI. Politici pentru noua generatie , Componenta C15: Educatie; ; Reforma 5. Adoptarea cadrului legislativ pentru digitalizarea educatiei: Investitia 9. Asigurarea echipamentelor si a resurselor tehnologice digitale pentru unitatile de invatamant ; Reforma 6. actualizarea cadrului legislativ pentru a asigura standardele ecologice de proiectare, constructie si dotare in sistemul de invatamant preuniversitar; Investitia 11. Asigurarea dotarilor pentru salile de clasa preuniversitare si laboratoarele / atelierele scolare, respectiv dotarea cu mobilier, materiale didactice si echipamente digitale a unitatilor de invatamant preuniversitar si a unitatilor conexe . 
Serviciile pentru care se incheie prezentul contract sunt: 1. Consultanta in depunerea proiectului la Autoritatea finantatoare ; Servicii de consultanta in mamagementul proiectului.","SERVICII ","79400000-8 - Consultanta in afaceri si in management si servicii conexe (Rev.2)",13269,5139795,"COMUNA ICOANA (PRIMARIA)",Icoana,Olt,106618633,28760740,"S.C. REI INTERNATIONAL CONSULTING SRL S.R.L.",Bucuresti
100924831,DAN1871073,"2023-03-01","2023-02-23",Publicat,Furnizare,"-","2529.77","Stapile PNRR","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","30192153-8 - Stampile cu text (Rev.2)",1741,4562923,"MUNICIPIUL ALBA IULIA","Alba Iulia",Alba,106586551,1830126,"S.C. KORTNER & CO S.R.L. S.R.L.",Timisoara
100924793,DAN1871039,"2023-03-01","2023-01-16",Publicat,Furnizare,"Alte programe/proiecte",40928,"Materiale de publicitate
personalizate pentru
proiectul PNRR (Lucrari
de corectarea torentilor
pentru reducerea
riscurilor generate de
viituri torentiale in
bazinetele amplasate in
fondul forestier national
administrat de RNPROMSILVA
pe raza
judetelor Bacau, Buzau,
Suceava, Neamt,
Hunedoara, Prahova,
Valcea, Vrancea)","INDUSTRIA PRELUCRATOARE","39294100-0 - Produse informative si de promovare (Rev.2)",1047,RO1590120,"REGIA NATIONALA A PADURILOR - ROMSILVA RA",Bucuresti,Bucuresti,106586139,36232419,"S.C. Unique Promo S.R.L.",Bucuresti
100922933,DAN1869257,"2023-02-27","2023-02-27",Publicat,Lucrari,"-","89524.73","Lucrari de renovare laborator nr 8 subsol Facultatea de Chimie si Inginerie Chimica, str. A. Janos nr. 11, Cluj-Napoca, jud. Cluj PNRR",CONSTRUCTII,"45453000-7 - Lucrari de reparatii generale si de renovare (Rev.2)",4675,4305849,"UNIVERSITATEA ""BABES-BOLYAI""","Cluj-Napoca",Cluj,106564326,21937357,"S.C. REMAX EDIL S.R.L.","Cluj-Napoca"
100922442,DAN1868783,"2023-02-24","2023-02-15",Publicat,Servicii,"-",85000,"Servicii de consultanta pentru implementarea proiectului ""Cresterea eficientei energetice in cladirea publica cu destinatie de unitate de invatamant din Municipiul Petrosani -  Scoala Gimnaziala I.G. Duca - sediul vechi"""", investitie finantata prin PNRR","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","72224000-1 - Servicii de consultanta privind gestionarea proiectelor (Rev.2)",1669,4468943,"MUNICIPIUL PETROSANI",Petrosani,Hunedoara,106559919,34447802,"S.C. Exclusivio Global S.R.L.","Cluj-Napoca"
100920239,DAN1866794,"2023-02-22","2023-02-21",Publicat,Servicii,"-",109240,"Servicii  pentru elaborarea cererii de finanțare și a tuturor anexelor aferente în vederea dotării cu mobilier, materiale didactice și echipamente digitale a unităților de învățământ preuniversitar din municipiul Sibiu în cadrul PNRR, Componenta C15 Educație","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","72224000-1 - Servicii de consultanta privind gestionarea proiectelor (Rev.2)",2773,4270740,"Municipiul Sibiu",Sibiu,Sibiu,106538847,24516484,"SC A2Z CONSULTING SRL","Cristian (Sibiu)"
100919228,DAN1865700,"2023-02-21","2022-10-12",Publicat,Servicii,"Alte programe/proiecte",35000,"Elaborare expertiză tehnică și audit energetic în vederea depunerii solicitării de finanațare prin PNRR – Componenta C10  pentru lucrarea Eficientizare energetică Cămin Cultural în localitatea Nazna, com. Sâncraiu de Mureș",CONSTRUCTII,"71319000-7 - Servicii de expertiza (Rev.2)",10882,4322718,"COMUNA SINCRAIU DE MURES","Sancraiu de Mures",Mures,106529548,22347494,"S.C. AXA CADPROJECT S.R.L.","Targu Mures"
100919182,DAN1865654,"2023-02-20","2023-02-06",Publicat,Servicii,"Alte programe/proiecte",127048,"Servicii de actualizare Documentatie de avizare a lucrarilor de interventii (DALI) pentru proiectul ""Cresterea eficientei energetice in cladirea publica cu destinatie de unitate de invatamant din Municipiul Petrosani - Scoala Gimnaziala I.G. Duca - sediul vechi"" finantat prin PNRR.","SERVICII ","79930000-2 - Servicii de proiectare specializata (Rev.2)",1669,4468943,"MUNICIPIUL PETROSANI",Petrosani,Hunedoara,106528641,34697191,"S.C. Kes Business S.R.L.",Bistrita
100916852,DAN1863382,"2023-02-16","2023-02-15",Publicat,Lucrari,"-",90940,"Lucrari de renovare sala 49 etaj 1 Facultatea de Biologie si Geologie PNRR",CONSTRUCTII,"45453000-7 - Lucrari de reparatii generale si de renovare (Rev.2)",4675,4305849,"UNIVERSITATEA ""BABES-BOLYAI""","Cluj-Napoca",Cluj,106503712,26754768,"MEXHOUSE CONSTRUCT S.R.L.","Campia Turzii"
100916799,DAN1863330,"2023-02-16","2023-02-15",Publicat,Lucrari,"-",69995,"Lucrari de renovare salile L402  L002 din cladirea FSEGA pentru Facultatea de Matematica si Informatica PNRR",CONSTRUCTII,"45453000-7 - Lucrari de reparatii generale si de renovare (Rev.2)",4675,4305849,"UNIVERSITATEA ""BABES-BOLYAI""","Cluj-Napoca",Cluj,106503472,26754768,"MEXHOUSE CONSTRUCT S.R.L.","Campia Turzii"
100915377,DAN1861947,"2023-02-14","2023-02-08",Publicat,Servicii,"Alte programe/proiecte",147000,"servicii de elaborare DALI, proiect tehnic si detalii de executie, asistenta tehnica din partea proiectantului, precum si elaborare documentatii tehnice/studii necesare in vederea obtinerii avizelor/acordurilor/autorizatiilor in cadrul proiectului „RENOVARE ENERGETICĂ MODERATĂ A CLĂDIRII REZIDENȚIALE MULTIFAMILIALE BLOC NR. 9 DIN MUNICIPIUL FETEȘTI, STR.CĂLĂRAȘI”, finantat prin PNRR, Componenta 5 – Valul Renovarii",CONSTRUCTII,"71322000-1 - Servicii de proiectare tehnica pentru constructia de lucrari publice (Rev.2)",6861,4365077,"MUNICIPIUL FETESTI",Fetesti,Ialomita,106490868,26708893,"ENTRUST SOLUTIONS S.R.L.",Bucuresti
100915364,DAN1861933,"2023-02-14","2023-02-10",Publicat,Servicii,"Alte programe/proiecte",55000,"Servicii de elaborare DALI, proiect tehnic si detalii de executie, asistenta tehnica din partea proiectantului, precum si elaborare documentatii tehnice/studii necesare in vederea obtinerii avizelor/acordurilor/autorizatiilor in cadrul proiectului „RENOVARE ENERGETICĂ A CLĂDIRII PUBLICE DIN JUDETUL IALOMITA,  MUNICIPIUL FETEȘTI, STR.CĂLĂRAȘI NR. 229-SCOALA GIMNAZIALA „MIHAI VITEAZU” – CORP B”, finantat prin PNRR, Componenta 5 – Valul Renovarii",CONSTRUCTII,"71322000-1 - Servicii de proiectare tehnica pentru constructia de lucrari publice (Rev.2)",6861,4365077,"MUNICIPIUL FETESTI",Fetesti,Ialomita,106490800,26708893,"ENTRUST SOLUTIONS S.R.L.",Bucuresti
100915197,DAN1861776,"2023-02-14","2023-02-13",Publicat,Lucrari,"-","34600.55","Lucrari de renovare sala laborator informatica 2 subsol la Facultatea de Studii Europene PNRR",CONSTRUCTII,"45453000-7 - Lucrari de reparatii generale si de renovare (Rev.2)",4675,4305849,"UNIVERSITATEA ""BABES-BOLYAI""","Cluj-Napoca",Cluj,106488318,36477249,"S.C. ALPADOR NOVA CONSTRUCT S.R.L.",Sandulesti
100915187,DAN1861767,"2023-02-14","2023-02-13",Publicat,Lucrari,"-","73923.54","Lucrari de renovare sala 4 parter, Facultatea de Educatie Fizica si Sport, str. Pandurilor nr. 7, Cluj-Napoca, jud. Cluj PNRR",CONSTRUCTII,"45453000-7 - Lucrari de reparatii generale si de renovare (Rev.2)",4675,4305849,"UNIVERSITATEA ""BABES-BOLYAI""","Cluj-Napoca",Cluj,106488224,36477249,"S.C. ALPADOR NOVA CONSTRUCT S.R.L.",Sandulesti
100914763,DAN1861374,"2023-02-13","2023-01-16",Publicat,Furnizare,"-",40928,"Materiale de publicitate personalizate pentru proiectul PNRR (Lucrari de corectarea torentilor pentru reducerea riscurilor generate de viituri torentiale in bazinetele amplasate in fondul forestier national administrat de RNP-ROMSILVA pe raza judetelor Bacau, Buzau, Suceava, Neamt, Hunedoara, Prahova, Valcea, Vrancea)","INDUSTRIA PRELUCRATOARE","39294100-0 - Produse informative si de promovare (Rev.2)",1047,RO1590120,"REGIA NATIONALA A PADURILOR - ROMSILVA RA",Bucuresti,Bucuresti,106483874,36232419,"Unique Promo",Bucuresti
100914751,DAN1861363,"2023-02-13","2023-02-13",Publicat,Lucrari,"-","103367.6","Lucrari de renovare sala 19 la Facultatea de Psihologie PNRR",CONSTRUCTII,"45453000-7 - Lucrari de reparatii generale si de renovare (Rev.2)",4675,4305849,"UNIVERSITATEA ""BABES-BOLYAI""","Cluj-Napoca",Cluj,106483845,41264450,"S.C. BUJITA M & M CONSTRUCT S.R.L. S.R.L.","Cluj-Napoca"
100914741,DAN1861352,"2023-02-13","2023-02-13",Publicat,Lucrari,"-","19266.49","Lucrari de renovare sala 112 Facultatea de Istorie si Filosofie, str. Napoca nr. 11, Cluj-Napoca, jud. Cluj PNRR",CONSTRUCTII,"45453000-7 - Lucrari de reparatii generale si de renovare (Rev.2)",4675,4305849,"UNIVERSITATEA ""BABES-BOLYAI""","Cluj-Napoca",Cluj,106483824,41264450,"S.C. BUJITA M & M CONSTRUCT S.R.L. S.R.L.","Cluj-Napoca"
100914734,DAN1861344,"2023-02-13","2023-02-10",Publicat,Lucrari,"-","14369.96","Lucrari de renovare sala 28 Facultatea de Geografie PNRR",CONSTRUCTII,"45453000-7 - Lucrari de reparatii generale si de renovare (Rev.2)",4675,4305849,"UNIVERSITATEA ""BABES-BOLYAI""","Cluj-Napoca",Cluj,106483803,21937357,"S.C. REMAX EDIL S.R.L.","Cluj-Napoca"
100914721,DAN1861335,"2023-02-13","2023-02-10",Publicat,Lucrari,"-","167918.4","Lucrari de renovare sala laborator subsol corp 3 la FSPAC - str. Septimiu Albinii, nr. 10-12, Cluj-Napoca  PNRR",CONSTRUCTII,"45453000-7 - Lucrari de reparatii generale si de renovare (Rev.2)",4675,4305849,"UNIVERSITATEA ""BABES-BOLYAI""","Cluj-Napoca",Cluj,106483776,21937357,"S.C. REMAX EDIL S.R.L.","Cluj-Napoca"
100914711,DAN1861324,"2023-02-13","2023-02-10",Publicat,Lucrari,"-","199779.38","Lucrari de renovare salile A1.2, A1.3, A1.4, A1.5 din corp A la Facultatea de Inginerie Resita  - PNRR",CONSTRUCTII,"45453000-7 - Lucrari de reparatii generale si de renovare (Rev.2)",4675,4305849,"UNIVERSITATEA ""BABES-BOLYAI""","Cluj-Napoca",Cluj,106483750,19152611,"S.C. PROFI DESIGN S.R.L.",Resita
100914196,DAN1860839,"2023-02-10","2023-02-08",Publicat,Servicii,"-",100,"Aviz proiect PNRR",CONSTRUCTII,"71410000-5 - Servicii de urbanism (Rev.2)",9413,5003580,"COMUNA CARPINET (PRIMARIA)",Carpinet,Bihor,106478247,4208471,"Agentia pentru protectia mediului Bihor",Oradea
100913659,DAN1860323,"2023-02-09","2022-12-12",Publicat,Servicii,"Alte programe/proiecte",16200,"Prestări de servicii -verificare tehnică a documentației la cerințele Is,   la obiectivul de investiție: ”Înființare sistem de canalizare menajeră cu epurarea apelor uzate prin sisteme publice inteligente alternative pentru localitățile Ocland, Crăciunel și Satu Nou, în comuna Ocland, județul Harghita “ în vederea depunerii cererii de finantare PNRR – C1- Componenta de apa,secțiunea I.2 - Colectarea apelor uzate în aglomerările mai mici de 2000 de l.e. care împiedică atingerea unei stări bune a corpurilor de apă și / sau afectează arii naturale protejate",CONSTRUCTII,"71328000-3 - Servicii de verificare a proiectelor de structuri portante (Rev.2)",7419,4368073,"COMUNA OCLAND",Ocland,Harghita,106473957,34257611,"P.F.A. SUCIU CRISTIAN MARIUS PERSOANA FIZICA AUTORIZATA -","Targu Mures"
100913657,DAN1860321,"2023-02-09","2022-10-10",Publicat,Servicii,"Alte programe/proiecte",245404,"Elaborare Studiu de fezabilitate, documentatii tehnice in vederea obtinerii avizelor din C.U, si Proiect tehnic de executie in vederea depunerii cererii de finantare PNRR pentru obiectivul: ”Înființare sistem de canalizare menajeră cu epurarea apelor uzate prin sisteme publice inteligente alternative pentru localitățile Ocland, Crăciunel și Satu Nou, în comuna Ocland, județul Harghita “ pentru ACCESARE a FONDURILOR europene aferente PNRR ÎN CADRUL APELURILOR DE PROIECTE PNRR/2022/C1/2,  secțiunea I.2 - Colectarea apelor uzate în aglomerările mai mici de 2000 de l.e. care împiedică atingerea unei stări bune a corpurilor de apă și / sau afectează arii naturale protejate","SERVICII ","79314000-8 - Studiu de fezabilitate (Rev.2)",7419,4368073,"COMUNA OCLAND",Ocland,Harghita,106473955,17042167,"S.C. EcoDesign S.R.L.","Targu Mures"
100742020,DAN1858468,"2023-02-07","2022-06-06",Publicat,Servicii,"-",10200,"Servicii traducere autorizată scrisă pentru traducerea acordului de tip operațional aferent PNRR din limba engleză în limba română","SERVICII ","79530000-8 - Servicii de traducere (Rev.2)",100001567,38918422,"Ministerul Fondurilor Europene",Bucuresti,Bucuresti,105042515,27481062,"STRATEGIC TRANSLATION",Bucuresti
100910543,DAN1857427,"2023-02-06","2023-02-01",Publicat,Servicii,"Alte programe/proiecte",21900,"Servicii de verificare a documentațiilor tehnice, faza DALI, pentru obiectivul  „Renovare energetică la Centrul Școlar de Educație Incluzivă nr. 1, Bistrița” PNRR cod C5-B2.1.a-120",CONSTRUCTII,"71356100-9 - Servicii de control tehnic (Rev.2)",351,4347550,"Judetul Bistrita-Nasaud",Bistrita,"Bistrita-Nasaud",106434215,15414264,"S.C. SC BOTA CONSPRO SRL S.R.L.",Bistrita
100910142,DAN1857047,"2023-02-06","2023-02-03",Publicat,Servicii,"-",19600,",, Servicii de consultanță pentru accesarea de fonduri în cadrul PNRR, Componenta C15-Educație, pentru obiectivul “Dotarea unităților de invățământ preuniversitar de pe raza UAT Calimanesti, Județul Vâlcea”","SERVICII ","79400000-8 - Consultanta in afaceri si in management si servicii conexe (Rev.2)",11085,2541630,"Orasul Calimanesti",Calimanesti,Valcea,106429818,44384264,"S.C. CONSULTANȚĂ, PLANIFICARE, PROIECTE S.R.L. S.R.L.","Cluj-Napoca"
100909360,DAN1856286,"2023-02-03","2022-10-03",Publicat,Servicii,"-",261604,"Întocmire SF și PT la  proiectul cu titlul ”Infiintare sistem de canalizare menajera cu epurarea apelor uzate prin sistemepublice inteligente alternative pentru pentru localitatile Ocland, Craciunel si Satu Nou, incomuna Ocland, judetul Harghita“ pentru participare in program PNRR ”Programul Național de Redresare și Reziliență, Componenta C1 – MANAGEMENTUL APEI – Investiția I.2. (SF, PT, Documentatii pentru avize, Verificare proiect)","SERVICII ","79314000-8 - Studiu de fezabilitate (Rev.2)",7419,4368073,"COMUNA OCLAND",Ocland,Harghita,106421038,17042167,"S.C. EcoDesign S.R.L.","Targu Mures"
100908541,DAN1855495,"2023-02-02","2023-02-02",Publicat,Servicii,"-",89000,"""Documentație de Avizare a Lucrărilor de Intervenții (DALI) pentru realizarea obiectivului de investiţii cu finanţare din fondurile Europene aferente Planului Naţional de Redresare şi Rezilienţă, PNRR/2022/C5/2/B.2.1/1 , Componenta 5 - Valul renovării/ Axa 2 - Schema de Granturi pentru eficienţă energetică în clădiri publice/Operaţiunea B.2. - Renovarea energetică moderată a clădirilor publice,
II. Obiectiv de investiții: “Cresterea eficientei energetice a Palatului Administrativ al Judetului Galați - Corp A”""",CONSTRUCTII,"71241000-9 - Studii de fezabilitate, servicii de consultanta, analize (Rev.2)",11293,3127450,"Institutia Prefectului judetului Galati",Galati,Galati,106412652,17529295,"S.C. VAN PROJECT&DESIGN S.R.L.",Bucuresti
100905942,DAN1853003,"2023-01-31","2023-01-26",Publicat,Servicii,"Alte programe/proiecte",17500,"Servicii de informare și publicitate aferente proiectului 
„Renovare energetică la Centrul Școlar de Educație Incluzivă nr.1 Bistrița” PNRR/2022/cod C5-B2.1a-120","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",351,4347550,"Judetul Bistrita-Nasaud",Bistrita,"Bistrita-Nasaud",106390792,6602366,"S.C. SC TOURMONT KING SRL S.R.L.",Bistrita
100904882,DAN1852040,"2023-01-30","2023-01-26",Publicat,Servicii,"-",900,"POSTARE ANUNȚURI ÎN ZIAR LOCAL PRIVIND ÎNCEPEREA A DOUA PROIECTE PNRR - STAȚII DE REÎNCĂRCARE ELECTRICE ȘI MICROBUZ NEPOLUANT","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",26405,5172600,"COMUNA BRADU",Bradu,Arges,106383172,14524676,"S.C. BRIO MEDIA S.R.L. S.R.L.",Pitesti
